COSPAR_number;NORAD_number;owner1;owner2;owner3
2020-100AA;47282;Vostochny Cosmodrome;;
2020-100AB;47283;Vostochny Cosmodrome;;
2020-100AC;47284;Vostochny Cosmodrome;;
2020-100AD;47285;Vostochny Cosmodrome;;
2020-100AE;47286;Vostochny Cosmodrome;;
2020-100AF;47287;Vostochny Cosmodrome;;
2020-100AG;47288;Vostochny Cosmodrome;;
2020-100AH;47289;Vostochny Cosmodrome;;
2020-100AJ;47290;Vostochny Cosmodrome;;
2020-100AK;47291;Vostochny Cosmodrome;;
2020-100AL;47292;Vostochny Cosmodrome;;
2020-100AM;47293;Vostochny Cosmodrome;;
2021-025T ;48059;Vostochny Cosmodrome;;
2021-025S ;48058;Vostochny Cosmodrome;;
2021-025F ;48047;Vostochny Cosmodrome;;
2021-025AA ;48066;Vostochny Cosmodrome;;
2021-025B ;48043;Vostochny Cosmodrome;;
2021-025C ;48044;Vostochny Cosmodrome;;
2021-025D ;48045;Vostochny Cosmodrome;;
2021-025R ;48057;Vostochny Cosmodrome;;
2021-025L ;48052;Vostochny Cosmodrome;;
2021-025P ;48055;Vostochny Cosmodrome;;
2021-025N ;48054;Vostochny Cosmodrome;;
2021-025W ;48062;Vostochny Cosmodrome;;
2021-025U ;48060;Vostochny Cosmodrome;;
2021-025M ;48053;Vostochny Cosmodrome;;
2021-025Q ;48056;Vostochny Cosmodrome;;
2021-025V ;48061;Vostochny Cosmodrome;;
2021-025X ;48063;Vostochny Cosmodrome;;
2021-031Z ;48233;Vostochny Cosmodrome;;
2021-025Z ;48065;Vostochny Cosmodrome;;
2021-025Y ;48064;Vostochny Cosmodrome;;
2021-025AC ;48068;Vostochny Cosmodrome;;
2021-025AM ;48077;Vostochny Cosmodrome;;
2021-025AB ;48067;Vostochny Cosmodrome;;
2021-025AE ;48070;Vostochny Cosmodrome;;
2021-025AF ;48071;Vostochny Cosmodrome;;
2021-025AD ;48069;Vostochny Cosmodrome;;
2021-025AG ;48072;Vostochny Cosmodrome;;
2021-025AH ;48073;Vostochny Cosmodrome;;
2021-031A ;48210;Vostochny Cosmodrome;;
2021-025AJ ;48074;Vostochny Cosmodrome;;
2021-025AK ;48075;Vostochny Cosmodrome;;
2021-031C ;48212;Vostochny Cosmodrome;;
2021-031D ;48213;Vostochny Cosmodrome;;
2021-031W ;48230;Vostochny Cosmodrome;;
2021-031U ;48228;Vostochny Cosmodrome;;
2021-031K ;48219;Vostochny Cosmodrome;;
2021-031B ;48211;Vostochny Cosmodrome;;
2021-031L ;48220;Vostochny Cosmodrome;;
2021-031V ;48229;Vostochny Cosmodrome;;
2021-031M ;48221;Vostochny Cosmodrome;;
2021-031X ;48231;Vostochny Cosmodrome;;
2021-031H ;48217;Vostochny Cosmodrome;;
2021-045AF;48796;Vostochny Cosmodrome;;
2021-031AF ;48239;Vostochny Cosmodrome;;
2021-031N ;48222;Vostochny Cosmodrome;;
2021-031AE ;48238;Vostochny Cosmodrome;;
2021-031AD ;48237;Vostochny Cosmodrome;;
2021-031AG ;48240;Vostochny Cosmodrome;;
2021-031J ;48218;Vostochny Cosmodrome;;
2021-031AC ;48236;Vostochny Cosmodrome;;
2021-031G ;48216;Vostochny Cosmodrome;;
2021-031AA ;48234;Vostochny Cosmodrome;;
2021-031AL ;48244;Vostochny Cosmodrome;;
2021-031AH ;48241;Vostochny Cosmodrome;;
2021-031Q ;48224;Vostochny Cosmodrome;;
2021-031AB ;48235;Vostochny Cosmodrome;;
2021-031R ;48225;Vostochny Cosmodrome;;
2021-031S ;48226;Vostochny Cosmodrome;;
2021-031T ;48227;Vostochny Cosmodrome;;
2021-031AJ ;48242;Vostochny Cosmodrome;;
2021-031AK ;48243;Vostochny Cosmodrome;;
2021-031F ;48215;Vostochny Cosmodrome;;
2021-045W;48787;Vostochny Cosmodrome;;
2021-045A;48767;Vostochny Cosmodrome;;
2021-045AA;48791;Vostochny Cosmodrome;;
2021-045Z;48790;Vostochny Cosmodrome;;
2021-045X;48788;Vostochny Cosmodrome;;
2021-045AK;48800;Vostochny Cosmodrome;;
2021-045AL;48801;Vostochny Cosmodrome;;
2021-031AM ;48245;Vostochny Cosmodrome;;
2021-031E ;48214;Vostochny Cosmodrome;;
2021-031P ;48223;Vostochny Cosmodrome;;
2021-031Y ;48232;Vostochny Cosmodrome;;
2021-045Y;48789;Vostochny Cosmodrome;;
2021-045J;48775;Vostochny Cosmodrome;;
2021-045B;48768;Vostochny Cosmodrome;;
2021-045AD;48794;Vostochny Cosmodrome;;
2021-045AJ;48799;Vostochny Cosmodrome;;
2021-045AC;48793;Vostochny Cosmodrome;;
2021-045AB;48792;Vostochny Cosmodrome;;
2021-045P;48780;Vostochny Cosmodrome;;
2021-045N;48779;Vostochny Cosmodrome;;
2021-045C;48769;Vostochny Cosmodrome;;
2021-045R;48782;Vostochny Cosmodrome;;
2021-045Q;48781;Vostochny Cosmodrome;;
2021-045AE;48795;Vostochny Cosmodrome;;
2021-045S;48783;Vostochny Cosmodrome;;
2021-045E;48771;Vostochny Cosmodrome;;
2021-045AG;48797;Vostochny Cosmodrome;;
2021-045D;48770;Vostochny Cosmodrome;;
2021-045T;48784;Vostochny Cosmodrome;;
2021-045AM;48802;Vostochny Cosmodrome;;
2021-045U;48785;Vostochny Cosmodrome;;
2021-045G;48773;Vostochny Cosmodrome;;
2021-045F;48772;Vostochny Cosmodrome;;
2021-045H;48774;Vostochny Cosmodrome;;
2021-045K;48776;Vostochny Cosmodrome;;
2021-045M;48778;Vostochny Cosmodrome;;
2021-045V;48786;Vostochny Cosmodrome;;
2021-045L;48777;Vostochny Cosmodrome;;
2021-045AH;48798;Vostochny Cosmodrome;;
2021-061A;48967;Vostochny Cosmodrome;;
2021-061B;48968;Vostochny Cosmodrome;;
2021-061D;48970;Vostochny Cosmodrome;;
2021-061E;48971;Vostochny Cosmodrome;;
2021-061F;48972;Vostochny Cosmodrome;;
2021-061G;48973;Vostochny Cosmodrome;;
2021-061H;48974;Vostochny Cosmodrome;;
2021-061J;48975;Vostochny Cosmodrome;;
2021-061K;48976;Vostochny Cosmodrome;;
2021-061L;48977;Vostochny Cosmodrome;;
2021-061M;48978;Vostochny Cosmodrome;;
2021-061N;48979;Vostochny Cosmodrome;;
2021-061P;48980;Vostochny Cosmodrome;;
2021-061Q;48981;Vostochny Cosmodrome;;
2021-061R;48982;Vostochny Cosmodrome;;
2021-061T;48984;Vostochny Cosmodrome;;
2021-061U;48985;Vostochny Cosmodrome;;
2021-061V;48986;Vostochny Cosmodrome;;
2021-061W;48987;Vostochny Cosmodrome;;
2021-061X;48988;Vostochny Cosmodrome;;
2021-061Y;48989;Vostochny Cosmodrome;;
2021-061Z;48990;Vostochny Cosmodrome;;
2021-061AA;48991;Vostochny Cosmodrome;;
2021-061AB;48992;Vostochny Cosmodrome;;
2021-061AC;48993;Vostochny Cosmodrome;;
2021-061AD;48994;Vostochny Cosmodrome;;
2021-061AE;48995;Vostochny Cosmodrome;;
2021-061AF;48996;Vostochny Cosmodrome;;
2021-061AG;48997;Vostochny Cosmodrome;;
2021-061AH;48998;Vostochny Cosmodrome;;
2021-061AJ;48999;Vostochny Cosmodrome;;
2021-061AK;49000;Vostochny Cosmodrome;;
2021-061AL;49001;Vostochny Cosmodrome;;
2021-061AM;49002;Vostochny Cosmodrome;;
2021-075A;49075;Baikonur Cosmodrome;;
2021-075B;49076;Baikonur Cosmodrome;;
2021-075C;49077;Baikonur Cosmodrome;;
2021-075D;49078;Baikonur Cosmodrome;;
2021-075E;49079;Baikonur Cosmodrome;;
2021-075F;49080;Baikonur Cosmodrome;;
2021-075G;49081;Baikonur Cosmodrome;;
2021-083A ;49186;Baikonur Cosmodrome;;
2021-075H;49082;Baikonur Cosmodrome;;
2021-075J;49083;Baikonur Cosmodrome;;
2021-075K;49084;Baikonur Cosmodrome;;
2021-075L;49085;Baikonur Cosmodrome;;
2021-075M;49086;Baikonur Cosmodrome;;
2021-075N;49087;Baikonur Cosmodrome;;
2021-075P;49088;Baikonur Cosmodrome;;
2021-075Q;49089;Baikonur Cosmodrome;;
2021-075R;49090;Baikonur Cosmodrome;;
2021-075S;49091;Baikonur Cosmodrome;;
2021-083B ;49187;Baikonur Cosmodrome;;
2021-075T;49092;Baikonur Cosmodrome;;
2021-075U;49093;Baikonur Cosmodrome;;
2021-083C ;49188;Baikonur Cosmodrome;;
2021-083D ;49189;Baikonur Cosmodrome;;
2021-075V;49094;Baikonur Cosmodrome;;
2021-075W;49095;Baikonur Cosmodrome;;
2021-075X;49096;Baikonur Cosmodrome;;
2021-075Y;49097;Baikonur Cosmodrome;;
2021-075Z;49098;Baikonur Cosmodrome;;
2021-075AA;49099;Baikonur Cosmodrome;;
2021-075AB;49100;Baikonur Cosmodrome;;
2021-075AC;49101;Baikonur Cosmodrome;;
2021-075AD;49102;Baikonur Cosmodrome;;
2021-075AE;49103;Baikonur Cosmodrome;;
2021-075AF;49104;Baikonur Cosmodrome;;
2021-075AG;49105;Baikonur Cosmodrome;;
2021-083E ;49190;Baikonur Cosmodrome;;
2021-083F ;49191;Baikonur Cosmodrome;;
2021-083G ;49192;Baikonur Cosmodrome;;
2021-075AH;49106;Baikonur Cosmodrome;;
2021-083H ;49193;Baikonur Cosmodrome;;
2021-083J ;49194;Baikonur Cosmodrome;;
2021-083K ;49195;Baikonur Cosmodrome;;
2021-083L ;49196;Baikonur Cosmodrome;;
2021-083M ;49197;Baikonur Cosmodrome;;
2021-075AJ;49107;Baikonur Cosmodrome;;
2021-075AK;49108;Baikonur Cosmodrome;;
2021-083N ;49198;Baikonur Cosmodrome;;
2021-090A ;49279;Vostochny Cosmodrome;;
2021-083P ;49199;Baikonur Cosmodrome;;
2021-083Q ;49200;Baikonur Cosmodrome;;
2021-083R ;49201;Baikonur Cosmodrome;;
2021-083S ;49202;Baikonur Cosmodrome;;
2021-083T ;49203;Baikonur Cosmodrome;;
2021-083U ;49204;Baikonur Cosmodrome;;
2021-083V ;49205;Baikonur Cosmodrome;;
2021-083W ;49206;Baikonur Cosmodrome;;
2021-083X ;49207;Baikonur Cosmodrome;;
2021-083Y ;49208;Baikonur Cosmodrome;;
2021-083Z ;49209;Baikonur Cosmodrome;;
2021-083AA ;49210;Baikonur Cosmodrome;;
2021-083AB ;49211;Baikonur Cosmodrome;;
2021-083AC ;49212;Baikonur Cosmodrome;;
2021-090B ;49280;Vostochny Cosmodrome;;
2021-083AD ;49213;Baikonur Cosmodrome;;
2021-090C ;49281;Vostochny Cosmodrome;;
2021-083AE ;49214;Baikonur Cosmodrome;;
2021-083AF ;49215;Baikonur Cosmodrome;;
2021-083AG ;49216;Baikonur Cosmodrome;;
2021-090D ;49282;Vostochny Cosmodrome;;
2021-083AH ;49217;Baikonur Cosmodrome;;
2021-083AJ ;49218;Baikonur Cosmodrome;;
2021-090E ;49283;Vostochny Cosmodrome;;
2021-083AK ;49219;Baikonur Cosmodrome;;
2021-090F ;49284;Vostochny Cosmodrome;;
2021-090G ;49285;Vostochny Cosmodrome;;
2021-090H ;49286;Vostochny Cosmodrome;;
2021-090J ;49287;Vostochny Cosmodrome;;
2021-090K ;49288;Vostochny Cosmodrome;;
2021-090L ;49289;Vostochny Cosmodrome;;
2021-090M ;49290;Vostochny Cosmodrome;;
2021-090N ;49291;Vostochny Cosmodrome;;
2021-090P ;49292;Vostochny Cosmodrome;;
2021-090Q ;49293;Vostochny Cosmodrome;;
2021-090R ;49294;Vostochny Cosmodrome;;
2021-090S ;49295;Vostochny Cosmodrome;;
2021-090T ;49296;Vostochny Cosmodrome;;
2021-090U ;49297;Vostochny Cosmodrome;;
2021-090V ;49298;Vostochny Cosmodrome;;
2021-090W ;49299;Vostochny Cosmodrome;;
2021-090X ;49300;Vostochny Cosmodrome;;
2021-090Y ;49301;Vostochny Cosmodrome;;
2021-090Z ;49302;Vostochny Cosmodrome;;
2021-090AA ;49303;Vostochny Cosmodrome;;
2021-090AB ;49304;Vostochny Cosmodrome;;
2021-090AC ;49305;Vostochny Cosmodrome;;
2021-090AD ;49306;Vostochny Cosmodrome;;
2021-090AE ;49307;Vostochny Cosmodrome;;
2021-090AF ;49308;Vostochny Cosmodrome;;
2021-090AG ;49309;Vostochny Cosmodrome;;
2021-090AH ;49310;Vostochny Cosmodrome;;
2021-090AJ ;49311;Vostochny Cosmodrome;;
2021-090AK ;49312;Vostochny Cosmodrome;;
2021-090AL ;49313;Vostochny Cosmodrome;;
2021-090AM ;49314;Vostochny Cosmodrome;;
2021-132A ;50469;Baikonur Cosmodrome;;
2021-132B ;50470;Baikonur Cosmodrome;;
2021-132C ;50471;Baikonur Cosmodrome;;
2021-132D ;50472;Baikonur Cosmodrome;;
2021-132E ;50473;Baikonur Cosmodrome;;
2021-132F ;50474;Baikonur Cosmodrome;;
2021-132G ;50475;Baikonur Cosmodrome;;
2021-132H ;50476;Baikonur Cosmodrome;;
2021-132J ;50477;Baikonur Cosmodrome;;
2021-132K ;50478;Baikonur Cosmodrome;;
2021-132L ;50479;Baikonur Cosmodrome;;
2021-132M ;50480;Baikonur Cosmodrome;;
2021-132N ;50481;Baikonur Cosmodrome;;
2021-132P ;50482;Baikonur Cosmodrome;;
2021-132Q ;50483;Baikonur Cosmodrome;;
2021-132R ;50484;Baikonur Cosmodrome;;
2021-132S ;50485;Baikonur Cosmodrome;;
2021-132T ;50486;Baikonur Cosmodrome;;
2021-132U ;50487;Baikonur Cosmodrome;;
2021-132V ;50488;Baikonur Cosmodrome;;
2022-012A;51622;Guiana Space Center;;
2022-012B;51623;Guiana Space Center;;
2021-132W ;50489;Baikonur Cosmodrome;;
2021-132X ;50490;Baikonur Cosmodrome;;
2021-132Y ;50491;Baikonur Cosmodrome;;
2022-012C;51624;Guiana Space Center;;
2022-012D;51625;Guiana Space Center;;
2021-132Z ;50492;Baikonur Cosmodrome;;
2021-132AA ;50493;Baikonur Cosmodrome;;
2021-132AB ;50494;Baikonur Cosmodrome;;
2021-132AC ;50495;Baikonur Cosmodrome;;
2021-132AD ;50496;Baikonur Cosmodrome;;
2022-012E;51626;Guiana Space Center;;
2022-012F;51627;Guiana Space Center;;
2021-132AE ;50497;Baikonur Cosmodrome;;
2022-012G;51628;Guiana Space Center;;
2021-132AF ;50498;Baikonur Cosmodrome;;
2021-132AG ;50499;Baikonur Cosmodrome;;
2022-012H;51629;Guiana Space Center;;
2021-132AH ;50500;Baikonur Cosmodrome;;
2021-132AJ ;50501;Baikonur Cosmodrome;;
2022-012J;51630;Guiana Space Center;;
2021-132AK ;50502;Baikonur Cosmodrome;;
2022-012K;51631;Guiana Space Center;;
2022-012L;51632;Guiana Space Center;;
2022-012M;51633;Guiana Space Center;;
2022-012N;51634;Guiana Space Center;;
2022-012P;51635;Guiana Space Center;;
2021-132AL ;50503;Baikonur Cosmodrome;;
2022-012Q;51636;Guiana Space Center;;
2022-012R;51637;Guiana Space Center;;
2022-012S;51638;Guiana Space Center;;
2022-012T;51639;Guiana Space Center;;
2022-012U;51640;Guiana Space Center;;
2022-012V;51641;Guiana Space Center;;
2022-012W;51642;Guiana Space Center;;
2021-132AM ;50504;Baikonur Cosmodrome;;
2022-012X;51643;Guiana Space Center;;
2022-012Y;51644;Guiana Space Center;;
2022-012Z;51645;Guiana Space Center;;
2022-012AA;51646;Guiana Space Center;;
2022-012AB;51647;Guiana Space Center;;
2022-012AC;51648;Guiana Space Center;;
2022-012AD;51649;Guiana Space Center;;
2022-012AE;51650;Guiana Space Center;;
2022-012AF;51651;Guiana Space Center;;
2022-012AG;51652;Guiana Space Center;;
2022-012AH;51653;Guiana Space Center;;
2022-012AJ;51654;Guiana Space Center;;
2022-012AK;51655;Guiana Space Center;;
2022-138A ;54113;Satish Dhawan Space Centre;;
2022-138B ;54114;Satish Dhawan Space Centre;;
2022-138C ;54115;Satish Dhawan Space Centre;;
2022-138D ;54116;Satish Dhawan Space Centre;;
2022-138E ;54117;Satish Dhawan Space Centre;;
2022-138F ;54118;Satish Dhawan Space Centre;;
2022-138G ;54119;Satish Dhawan Space Centre;;
2022-138H ;54120;Satish Dhawan Space Centre;;
2022-138J ;54121;Satish Dhawan Space Centre;;
2022-138K ;54122;Satish Dhawan Space Centre;;
2022-138L ;54123;Satish Dhawan Space Centre;;
2022-138M ;54124;Satish Dhawan Space Centre;;
2022-138N ;54125;Satish Dhawan Space Centre;;
2022-138P ;54126;Satish Dhawan Space Centre;;
2022-138Q ;54127;Satish Dhawan Space Centre;;
2022-138R ;54128;Satish Dhawan Space Centre;;
2022-138S ;54129;Satish Dhawan Space Centre;;
2022-138T ;54130;Satish Dhawan Space Centre;;
2022-138U ;54131;Satish Dhawan Space Centre;;
2022-138V ;54132;Satish Dhawan Space Centre;;
2022-138W ;54133;Satish Dhawan Space Centre;;
2022-138X ;54134;Satish Dhawan Space Centre;;
2022-138Y ;54135;Satish Dhawan Space Centre;;
2022-138Z ;54136;Satish Dhawan Space Centre;;
2022-138AA ;54137;Satish Dhawan Space Centre;;
2022-138AB ;54138;Satish Dhawan Space Centre;;
2022-138AC ;54139;Satish Dhawan Space Centre;;
2022-138AD ;54140;Satish Dhawan Space Centre;;
2022-138AE ;54141;Satish Dhawan Space Centre;;
2022-138AF ;54142;Satish Dhawan Space Centre;;
2022-138AG ;54143;Satish Dhawan Space Centre;;
2022-138AH ;54144;Satish Dhawan Space Centre;;
2022-166A ;54642;Cape Canaveral;;
2022-166B ;54643;Cape Canaveral;;
2022-138AJ ;54145;Satish Dhawan Space Centre;;
2022-138AK ;54146;Satish Dhawan Space Centre;;
2023-004A;55140;Cape Canaveral;;
2023-004B;55141;Cape Canaveral;;
2022-138AL ;54147;Satish Dhawan Space Centre;;
2022-138AM ;54148;Satish Dhawan Space Centre;;
2022-166C ;54644;Cape Canaveral;;
2022-166D ;54645;Cape Canaveral;;
2023-004C;55142;Cape Canaveral;;
2022-166E ;54646;Cape Canaveral;;
2023-004D;55143;Cape Canaveral;;
2023-004E;55144;Cape Canaveral;;
2022-166F ;54647;Cape Canaveral;;
2023-043K;56055;Satish Dhawan Space Center;;
2023-043L;56056;Satish Dhawan Space Center;;
2023-043M;56057;Satish Dhawan Space Center;;
2023-043N;56058;Satish Dhawan Space Center;;
2023-043P;56059;Satish Dhawan Space Center;;
2023-043Q;56060;Satish Dhawan Space Center;;
2023-004F;55145;Cape Canaveral;;
2023-029F;55801;Cape Canaveral;;
2023-004G;55146;Cape Canaveral;;
2023-043R;56061;Satish Dhawan Space Center;;
2023-004H;55147;Cape Canaveral;;
2023-043S;56062;Satish Dhawan Space Center;;
2023-004J;55148;Cape Canaveral;;
2023-004K;55149;Cape Canaveral;;
2023-004L;55150;Cape Canaveral;;
2023-004M;55151;Cape Canaveral;;
2023-004N;55152;Cape Canaveral;;
2023-043T;56063;Satish Dhawan Space Center;;
2023-043U;56064;Satish Dhawan Space Center;;
2023-043V;56065;Satish Dhawan Space Center;;
2023-043W;56066;Satish Dhawan Space Center;;
2023-043X;56067;Satish Dhawan Space Center;;
2023-043Y;56068;Satish Dhawan Space Center;;
2022-166G ;54648;Cape Canaveral;;
2023-043Z;56069;Satish Dhawan Space Center;;
2022-166H ;54649;Cape Canaveral;;
2022-166J ;54650;Cape Canaveral;;
2022-166K ;54651;Cape Canaveral;;
2022-166L ;54652;Cape Canaveral;;
2022-166M ;54653;Cape Canaveral;;
2022-166N ;54654;Cape Canaveral;;
2023-004P;55153;Cape Canaveral;;
2022-166P ;54655;Cape Canaveral;;
2022-166Q ;54656;Cape Canaveral;;
2022-166R ;54657;Cape Canaveral;;
2022-166S ;54658;Cape Canaveral;;
2022-166T ;54659;Cape Canaveral;;
2022-166U ;54660;Cape Canaveral;;
2022-166V ;54661;Cape Canaveral;;
2022-166W ;54662;Cape Canaveral;;
2022-166X ;54663;Cape Canaveral;;
2023-004Q;55154;Cape Canaveral;;
2023-004R;55155;Cape Canaveral;;
2022-166Y ;54664;Cape Canaveral;;
2022-166Z ;54665;Cape Canaveral;;
2022-166AA ;54666;Cape Canaveral;;
2022-166AB ;54667;Cape Canaveral;;
2022-166AC ;54668;Cape Canaveral;;
2022-166AD ;54669;Cape Canaveral;;
2022-166AE ;54670;Cape Canaveral;;
2022-166AF ;54671;Cape Canaveral;;
2022-166AG ;54672;Cape Canaveral;;
2023-043AA;56070;Satish Dhawan Space Center;;
2022-166AH ;54673;Cape Canaveral;;
2022-166AJ ;54674;Cape Canaveral;;
2022-166AK ;54675;Cape Canaveral;;
2023-043AB;56071;Satish Dhawan Space Center;;
2023-004S;55156;Cape Canaveral;;
2022-166AL ;54676;Cape Canaveral;;
2023-004T;55157;Cape Canaveral;;
2023-004U;55158;Cape Canaveral;;
2023-004V;55159;Cape Canaveral;;
2023-004W;55160;Cape Canaveral;;
2023-004X;55161;Cape Canaveral;;
2023-004Y;55162;Cape Canaveral;;
2023-004Z;55163;Cape Canaveral;;
2023-004AA;55164;Cape Canaveral;;
2023-004AB;55165;Cape Canaveral;;
2023-004AC;55166;Cape Canaveral;;
2023-004AD;55167;Cape Canaveral;;
2023-004AE;55168;Cape Canaveral;;
2023-004AF;55169;Cape Canaveral;;
2023-043AC;56072;Satish Dhawan Space Center;;
2023-043AD;56073;Satish Dhawan Space Center;;
2023-043AE;56074;Satish Dhawan Space Center;;
2023-043AF;56075;Satish Dhawan Space Center;;
2023-043AG;56076;Satish Dhawan Space Center;;
2023-043AH;56077;Satish Dhawan Space Center;;
2023-043AJ;56078;Satish Dhawan Space Center;;
2023-029G;55802;Cape Canaveral;;
2023-029H;55803;Cape Canaveral;;
2023-029J;55804;Cape Canaveral;;
2023-029K;55805;Cape Canaveral;;
2023-029L;55806;Cape Canaveral;;
2023-029M;55807;Cape Canaveral;;
2023-029N;55808;Cape Canaveral;;
2023-029P;55809;Cape Canaveral;;
2023-029Q;55810;Cape Canaveral;;
2023-043AK;56079;Satish Dhawan Space Center;;
2023-029R;55811;Cape Canaveral;;
2023-029S;55812;Cape Canaveral;;
2023-029T;55813;Cape Canaveral;;
2023-043AL;56080;Satish Dhawan Space Center;;
2023-029U;55814;Cape Canaveral;;
2023-029V;55815;Cape Canaveral;;
2023-029W;55816;Cape Canaveral;;
2022-166AM ;54677;Cape Canaveral;;
2023-029X;55817;Cape Canaveral;;
2023-029Y;55818;Cape Canaveral;;
2023-029Z;55819;Cape Canaveral;;
2022-166AN ;54678;Cape Canaveral;;
2023-029AA;55820;Cape Canaveral;;
2023-029AB;55821;Cape Canaveral;;
2023-029AC;55822;Cape Canaveral;;
2023-029AD;55823;Cape Canaveral;;
2023-029AE;55824;Cape Canaveral;;
2023-029AF;55825;Cape Canaveral;;
2023-029AG;55826;Cape Canaveral;;
2023-029AH;55827;Cape Canaveral;;
2023-029AJ;55828;Cape Canaveral;;
2023-029AK;55829;Cape Canaveral;;
2023-029AL;55830;Cape Canaveral;;
2022-166AP ;54679;Cape Canaveral;;
2022-166AQ ;54680;Cape Canaveral;;
2022-166AR ;54681;Cape Canaveral;;
2023-043AM;56081;Satish Dhawan Space Center;;
2013-066E;39420;Dombarovsky Air Base;;
2017-044A;42900;Guiana Space Center;;
2014-054A;40146;Guiana Space Center;;
2003-028B;27831;Guiana Space Center;;
2006-043B;29495;Guiana Space Center;;
2007-044A;32252;Guiana Space Center;;
2009-044B;35756;Guiana Space Center;;
1997-084B;25113;Wallops Island Flight Facility;;
1997-084C;25114;Wallops Island Flight Facility;;
1997-084D;25115;Wallops Island Flight Facility;;
1998-046H;25420;Wallops Island Flight Facility;;
1998-046G;25419;Wallops Island Flight Facility;;
1998-046F;25418;Wallops Island Flight Facility;;
1998-046B;25414;Wallops Island Flight Facility;;
1998-046C;25415;Wallops Island Flight Facility;;
1998-046D;25416;Wallops Island Flight Facility;;
1998-053A;25475;Wallops Island Flight Facility;;
1998-053C;25477;Wallops Island Flight Facility;;
1998-053G;25481;Wallops Island Flight Facility;;
1999-065A;25980;Wallops Island Flight Facility;;
1999-065B;25981;Wallops Island Flight Facility;;
1999-065C;25982;Wallops Island Flight Facility;;
1999-065F;25985;Wallops Island Flight Facility;;
1999-065E;25984;Wallops Island Flight Facility;;
1998-007C;25159;Vandenberg AFB;;
1997-084F;25117;Wallops Island Flight Facility;;
1997-084G;25118;Wallops Island Flight Facility;;
1997-084H;25119;Wallops Island Flight Facility;;
1997-084A;25112;Wallops Island Flight Facility;;
