officialName;COSPAR_number;NORAD_number;id_t;detailedPurpose;orbitSat;typeOrbitSat;longitudeGEO;perihelionSat;aphelionSat;eccentricitySat;inclinationSat;periodSat;drymass;power;expectedLifetime;launchSite;launchVehicle
Starlink-2110 ;2021-005AS;47389;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2111 ;2021-005AT;47390;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2112 ;2021-005AU;47391;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2113 ;2021-005AV;47392;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2114 ;2021-005AW;47393;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2115 ;2021-005AX;47394;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2116 ;2021-017C;47724;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2117 ;2021-005AY;47395;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2118 ;2021-005AZ;47396;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2119 ;2021-005BA;47397;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2120 ;2021-005BB;47398;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2121 ;2021-005BC;47399;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2122 ;2021-005BD;47400;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2123 ;2021-005BE;47401;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2124 ;2021-005BF;47402;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2125 ;2021-017D;47725;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2126 ;2021-017E;47726;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2127 ;2021-005BG;47403;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2128 ;2021-005BH;47404;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2129 ;2021-017F;47727;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2130 ;2021-005BJ;47405;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2131 ;2021-017G;47728;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2132 ;2021-017H;47729;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2133 ;2021-005BK;47406;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2134 ;2021-005BL;47407;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2135 ;2021-005BM;47408;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2139;2021-041B;48554;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2140 ;2021-017J;47730;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2141 ;2021-017K;47731;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2142 ;2021-017L;47732;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2143 ;2021-017M;47733;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2144 ;2021-017N;47734;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2145;2021-041C;48555;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2146 ;2021-017P;47735;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2147 ;2021-017Q;37736;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2148 ;2021-017R;47737;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2149 ;2021-017S;47738;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2150 ;2021-017T;47739;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2151;2021-041D;48556;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2152 ;2021-017U;47740;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2153 ;2021-024AJ;48009;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2154 ;2021-017V;47741;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2155;2021-041E;48557;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2156 ;2021-017W;47742;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2157 ;2021-017X;47743;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2158 ;2021-017Y;47744;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2159 ;2021-017Z;47745;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2160 ;2021-017AA;47746;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2161 ;2021-017AB;47747;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2162 ;2021-017AC;47748;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2163 ;2021-017AD;47749;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2164 ;2021-017AE;47750;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2166;2021-041F;48558;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2167;2021-041G;48559;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2168 ;2021-017AF;47751;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2169 ;2021-017AG;47752;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2170 ;2021-017AH;47753;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2171 ;2021-017AJ;47754;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2174 ;2021-017AL;47756;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2175 ;2021-017AM;47757;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2178 ;2021-017AQ;47760;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2179 ;2021-017AR;47761;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2180 ;2021-017AS;47762;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2181 ;2021-017AT;47763;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2182 ;2021-017AU;47764;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2184 ;2021-017AW;47766;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2185 ;2021-017AX;47767;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2186;2021-041J;48561;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2187;2021-041K;48562;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2188;2021-041L;48563;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2189 ;2021-017AY;47768;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2190;2021-041M;48564;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2191;2021-041N;48565;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2192 ;2021-017AZ;47769;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2193 ;2021-017BA;47770;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2194 ;2021-017BB;47771;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2195 ;2021-017BC;47772;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2196 ;2021-017BD;47773;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2197 ;2021-017BE;47774;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2198 ;2021-017BF;47775;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2209 ;2021-017BG;47776;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2210 ;2021-017BH;47777;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2211 ;2021-017BJ;47778;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2212 ;2021-017BK;47779;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2213;2021-041BB;48602;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2213 ;2021-017BL;47780;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2214;2021-041P;48566;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2215;2021-041Q;48567;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2217;2021-041R;48568;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2218 ;2021-024Y;47999;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2219;2021-041S;48569;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2220;2021-041T;48570;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2221;2021-041U;48571;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2222;2021-041V;48572;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2223 ;2021-017BM;47781;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2224;2021-041W;48573;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2225;2021-041X;48574;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2226 ;2021-024AK;48010;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2227;2021-041Y;48575;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2228;2021-041Z;48576;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2229 ;2021-024R;47992;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2231;2021-041AA;48577;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2232;2021-041AB;48578;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2233;2021-041AC;48579;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2234;2021-041AD;48580;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2235;2021-041AE;48581;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2236;2021-041AF;48582;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2237;2021-041AG;48583;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2238;2021-041AH;48584;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2240;2021-041AJ;48585;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2241;2021-041AK;48586;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2242;2021-041AL;48587;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2243 ;2021-024AN;48013;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2244;2021-041AM;48588;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2245;2021-041AN;48589;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2247;2021-040U;48446;253;;LEO;Non-Polar Inclined;0;260;280;1,51E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2248;2021-041AQ;48591;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2249;2021-041AR;48592;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2250;2021-041AS;48593;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2251;2021-041AT;48594;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2252;2021-041AU;48595;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2253;2021-041AV;48596;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2254 ;2021-024AE;48005;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2255;2021-041AW;48597;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2256;2021-041AX;48598;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2257 ;2021-018A;47787;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2258 ;2021-021A;47860;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2260 ;2021-024V;47996;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2262 ;2021-024AA;48001;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2263 ;2021-024AC;48003;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2264 ;2021-024BD;48028;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2265 ;2021-024AB;48002;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2266 ;2021-024W;47997;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2267 ;2021-024BG;48031;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2268 ;2021-024BF;48030;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2269;2021-040V;48447;253;;LEO;Non-Polar Inclined;0;260;280;1,51E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2270 ;2021-024Z;48000;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2271 ;2021-024AH;48008;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2272 ;2021-024AL;48011;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2273 ;2021-024S;47993;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2274;2021-041AY;48599;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2275;2021-041AZ;48600;253;;LEO;Non-Polar Inclined;0;564;582;1,30E-03;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2278 ;2021-024BB;48026;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2279 ;2021-024Q;47991;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2280 ;2021-021B;47861;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2282 ;2021-024AT;48018;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2283 ;2021-024AP;48014;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2284 ;2021-024AR;48016;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2285 ;2021-024AU;48019;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2286 ;2021-024BJ;48033;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2288 ;2021-024BK;48034;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2290 ;2021-024T;47994;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2291 ;2021-021C;47862;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2292 ;2021-024AY;48023;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2293 ;2021-021D;47863;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2294 ;2021-024AV;48020;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2295 ;2021-024BM;48036;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2296 ;2021-024X;47998;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2298 ;2021-024AX;48022;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2299 ;2021-024BE;48029;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2300 ;2021-024BC;48027;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2301 ;2021-024AW;48021;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2303 ;2021-024E;47981;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2304 ;2021-021E;47864;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2305 ;2021-024N;47989;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2307 ;2021-024P;47990;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2308 ;2021-024J;47985;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2309 ;2021-024U;47995;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2310 ;2021-021F;47865;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2312 ;2021-024D;47980;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2314 ;2021-018B;47788;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2315 ;2021-018C;47789;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2317 ;2021-024F;47982;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2319 ;2021-018D;47790;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2320 ;2021-021G;47866;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2321 ;2021-021H;47867;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2322 ;2021-018E;47791;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2323 ;2021-021J;47868;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2324 ;2021-021K;47869;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2325 ;2021-024C;47979;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2326 ;2021-021L;47870;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
Starlink-2327 ;2021-021M;47871;253;;LEO;Non-Polar Inclined;0;548;561;9,39E-04;53;95,6;;;4;Cape Canaveral;Falcon 9
