COSPAR_number;NORAD_number;country1;country2;country3;country4;country5
2022-166AB ;54667;USA;;;;
2022-166AC ;54668;USA;;;;
2022-166AD ;54669;USA;;;;
2022-166AE ;54670;USA;;;;
2022-166AF ;54671;USA;;;;
2022-166AG ;54672;USA;;;;
2023-043AA;56070;USA;;;;
2022-166AH ;54673;USA;;;;
2022-166AJ ;54674;USA;;;;
2022-166AK ;54675;USA;;;;
2023-043AB;56071;USA;;;;
2023-004S;55156;USA;;;;
2022-166AL ;54676;USA;;;;
2023-004T;55157;USA;;;;
2023-004U;55158;USA;;;;
2023-004V;55159;USA;;;;
2023-004W;55160;USA;;;;
2023-004X;55161;USA;;;;
2023-004Y;55162;USA;;;;
2023-004Z;55163;USA;;;;
2023-004AA;55164;USA;;;;
2023-004AB;55165;USA;;;;
2023-004AC;55166;USA;;;;
2023-004AD;55167;USA;;;;
2023-004AE;55168;USA;;;;
2023-004AF;55169;USA;;;;
2023-043AC;56072;USA;;;;
2023-043AD;56073;USA;;;;
2023-043AE;56074;USA;;;;
2023-043AF;56075;USA;;;;
2023-043AG;56076;USA;;;;
2023-043AH;56077;USA;;;;
2023-043AJ;56078;USA;;;;
2023-029G;55802;USA;;;;
2023-029H;55803;USA;;;;
2023-029J;55804;USA;;;;
2023-029K;55805;USA;;;;
2023-029L;55806;USA;;;;
2023-029M;55807;USA;;;;
2023-029N;55808;USA;;;;
2023-029P;55809;USA;;;;
2023-029Q;55810;USA;;;;
2023-043AK;56079;USA;;;;
2023-029R;55811;USA;;;;
2023-029S;55812;USA;;;;
2023-029T;55813;USA;;;;
2023-043AL;56080;USA;;;;
2023-029U;55814;USA;;;;
2023-029V;55815;USA;;;;
2023-029W;55816;USA;;;;
2022-166AM ;54677;USA;;;;
2023-029X;55817;USA;;;;
2023-029Y;55818;USA;;;;
2023-029Z;55819;USA;;;;
2022-166AN ;54678;USA;;;;
2023-029AA;55820;USA;;;;
2023-029AB;55821;USA;;;;
2023-029AC;55822;USA;;;;
2023-029AD;55823;USA;;;;
2023-029AE;55824;USA;;;;
2023-029AF;55825;USA;;;;
2023-029AG;55826;USA;;;;
2023-029AH;55827;USA;;;;
2023-029AJ;55828;USA;;;;
2023-029AK;55829;USA;;;;
2023-029AL;55830;USA;;;;
2022-166AP ;54679;USA;;;;
2022-166AQ ;54680;USA;;;;
2022-166AR ;54681;USA;;;;
2023-043AM;56081;USA;;;;
2013-066E;39420;Spain;;;;
2017-044A;42900;Israel;;;;
2014-054A;40146;USA;;;;
2003-028B;27831;USA;;;;
2006-043B;29495;USA;;;;
2007-044A;32252;USA;;;;
2009-044B;35756;USA;;;;
1997-084B;25113;USA;;;;
1997-084C;25114;USA;;;;
1997-084D;25115;USA;;;;
1998-046H;25420;USA;;;;
1998-046G;25419;USA;;;;
1998-046F;25418;USA;;;;
1998-046B;25414;USA;;;;
1998-046C;25415;USA;;;;
1998-046D;25416;USA;;;;
1998-053A;25475;USA;;;;
1998-053C;25477;USA;;;;
1998-053G;25481;USA;;;;
1999-065A;25980;USA;;;;
1999-065B;25981;USA;;;;
1999-065C;25982;USA;;;;
1999-065F;25985;USA;;;;
1999-065E;25984;USA;;;;
1998-007C;25159;USA;;;;
1997-084F;25117;USA;;;;
1997-084G;25118;USA;;;;
1997-084H;25119;USA;;;;
1997-084A;25112;USA;;;;
1997-084E;25116;USA;;;;
2014-040F;40091;USA;;;;
2014-040B;40087;USA;;;;
2015-081J;41187;USA;;;;
2014-040A;40086;USA;;;;
2015-081D;41182;USA;;;;
2015-081F;41184;USA;;;;
2015-081G;41185;USA;;;;
2015-081A;41179;USA;;;;
2015-081H;41186;USA;;;;
2015-081L;41189;USA;;;;
2015-081K;41188;USA;;;;
2015-081E;41183;USA;;;;
2018-099AP;43795;USA;;;;
2018-099AD;43785;USA;;;;
2019-071Q;45125;USA;;;;
2021-013E;49015;USA;;;;
2021-013C;49013;USA;;;;
2022-026K;52017;USA;;;;
2017-050A;42921;USA;;;;
2019-036C;44341;UK;;;;
2021-059AG;48909;USA;;;;
2019-037A;44365;Mexico;;;;
2021-059BB;48928;Mexico;;;;
2011-042A;37779;China;;;;
2018-056B;43530;China;;;;
2019-069A;44634;USA;;;;
2009-047A;35815;USA;;;;
2022-003A;51094;USA;;;;
2022-003C;51096;USA;;;;
2019-036R;44354;USA;;;;
2018-099B;43759;USA;;;;
2018-020A;43215;France;UK;Spain;;
2019-054C;44497;USA;;;;
2019-054D;44498;USA;;;;
2017-008BV;42015;Netherlands;;;;
2014-033AF;40039;Russia;USA;;;
2014-033AD;40037;Russia;USA;;;
2013-028A;39177;Russia;;;;
2015-029A;40699;Russia;;;;
2016-058A;41770;France;;;;
2021-023H;47972;New Zealand;;;;
2020-061K;46281;UK;Finland;Belgium;;
2021-002J;47317;USA;;;;
2021-002K;47318;USA;;;;
2021-056A;48865;Russia;;;;
2016-059B;41784;India;;;;
2021-006AM;47448;Denmark;;;;
2022-033AH;52188;Denmark;;;;
2011-076F;38012;France;;;;
2012-068A;39019;France;;;;
2021-034A;48268;France;;;;
2021-072E;49070;France;;;;
2023-054AG;56208;France;;;;
2018-099BC;43808;USA;;;;
2018-099G;43764;USA;;;;
2021-002B;47310;USA;;;;
2014-033AJ;40042;Ukraine;;;;
2023-001CA;55081;Ukraine;;;;
2022-096C;53372;Russia;;;;
2022-096B;53371;Russia;;;;
2019-015A;44072;Italy;;;;
2001-049B;26958;Belgium;;;;
2009-059B;36037;Belgium;;;;
2013-021A;39159;Belgium;;;;
2016-067G;41854;USA;;;;
2021-006BG;47467;USA;;;;
2016-067H;41855;USA;;;;
2015-058N;40976;USA;;;;
2015-058K;40973;USA;;;;
2019-036A;44339;USA;;;;
2018-088E;43694;Australia;;;;
2018-088G;43696;Australia;;;;
2018-056A;43529;China;;;;
2021-006DS;47526;USA;;;;
2015-051A;40925;China;;;;
2022-031B;52151;China;;;;
2021-022G;47938;South Korea;;;;
2022-065A;52894;South Korea;;;;
1998-067RG;45263;Belgium;;;;
2019-052A;44486;China;;;;
2021-033A;48248;China;;;;
2023-007A;55248;China;;;;
2023-007B;55249;China;;;;
2021-033B;48249;China;;;;
2022-019Y;51846;China;;;;
2021-059BS;48943;USA;;;;
2019-089E;44856;Japan;;;;
2021-006CA;47485;Japan;;;;
2014-070D;40301;Japan;;;;
2016-051A;41731;China;Austria;;;
2011-054A;37826;USA;;;;
2010-045A;37158;Japan;;;;
2021-096A;49336;Japan;;;;
2017-028A;42738;Japan;;;;
2017-048A;42917;Japan;;;;
2017-062A;42965;Japan;;;;
2020-037E;45727;Australia;;;;
2021-023C;47967;Australia;;;;
2007-061A;32382;Canada;Italy;;;
2021-073B;49067;Hungary;;;;
2017-073E;43017;USA;;;;
2010-002A;36358;Russia;;;;
2013-062A;39375;Russia;;;;
2021-102A;49395;Japan;;;;
1998-067SL;48850;USA;;;;
2022-065E;52898;South Korea;;;;
2018-099Q;43772;USA;;;;
2018-099R;43773;USA;;;;
2011-006A;37364;USA;;;;
2019-003A;43932;Japan;;;;
2011-044D;37791;Turkey;;;;
2010-037B;36831;France;;;;
2016-067B;41849;USA;;;;
2019-033A;44322;Canada;;;;
2019-033B;44323;Canada;;;;
2019-033C;44324;Canada;;;;
2018-096AA;43743;Finland;;;;
2005-031B;28810;Japan;;;;
2014-037B;40070;Russia;;;;
2011-015A;37387;India;;;;
2016-074A;41877;India;;;;
2013-030A;39186;Russia;;;;
2014-087A;40360;Russia;;;;
2016-016A;41386;Russia;;;;
2012-017A;38248;India;;;;
2019-028A;44233;India;;;;
2019-089F;44857;India;;;;
2019-003C;43934;Japan;;;;
2014-029D;39769;Japan;;;;
2017-036AD;42792;France;;;;
2005-048B;28908;Russia;;;;
2008-025B;32954;Russia;;;;
2008-025C;32955;Russia;;;;
2008-025D;32956;Russia;;;;
2009-036A;35498;Russia;;;;
2009-036C;35500;Russia;;;;
2010-043A;37152;Russia;;;;
2010-043C;37154;Russia;;;;
2012-041A;38733;Russia;;;;
2013-001A;39057;Russia;;;;
2013-001B;39058;Russia;;;;
2013-001C;39059;Russia;;;;
2013-076A;39483;Russia;;;;
2013-076B;39484;Russia;;;;
2013-076C;39485;Russia;;;;
2014-028A;39761;Russia;;;;
2014-028B;39762;Russia;;;;
2014-028C;39763;Russia;;;;
2015-050A;40920;Russia;;;;
2015-050B;40921;Russia;;;;
2015-050C;40922;Russia;;;;
2018-097A;43751;Russia;;;;
2018-097B;43752;Russia;;;;
2018-097C;43753;Russia;;;;
2023-054AL;56212;Monaco;;;;
2021-076A;49112;China;;;;
2021-076C;49114;China;;;;
2000-045A;26463;International;;;;
2018-014G;43186;Germany;;;;
2018-014H;43187;Germany;;;;
2018-014J;43188;Germany;;;;
2018-014K;43189;Germany;;;;
2021-015C;47701;Mexico;;;;
2000-041A;26410;International;;;;
2020-068K;46495;Germany;;;;
2000-041B;26411;International;;;;
2022-002AZ;51031;Nepal;;;;
2018-076A;43641;Argentina;;;;
2020-059A;46265;Argentina;;;;
2023-054AM;56213;USA;;;;
2013-009C;39088;UK;Canada;;;
2006-060A;29658;Germany;;;;
2007-030A;31797;Germany;;;;
2007-053A;32283;Germany;;;;
2008-014A;32750;Germany;;;;
2008-036A;33244;Germany;;;;
2022-063A;52887;Germany;;;;
2013-009A;39086;India;;;;
2021-022AF;47961;UK;;;;
2023-054F;56183;Bulgaria;;;;
2022-002AG;51014;Israel;;;;
2004-025D;28369;Saudi Arabia;;;;
2004-025E;28370;Saudi Arabia;;;;
2007-012J;31125;Saudi Arabia;;;;
2007-012L;31127;Saudi Arabia;;;;
2007-012H;31124;Saudi Arabia;;;;
2007-012E;31121;Saudi Arabia;;;;
2007-012C;31119;Saudi Arabia;;;;
2002-058C;27607;Saudi Arabia;;;;
2004-025F;28371;Saudi Arabia;;;;
2007-012B;31118;Saudi Arabia;;;;
2018-102A;43831;Saudi Arabia;;;;
2018-102C;43833;Saudi Arabia;;;;
2005-004A;28537;USA;;;;
2005-004B;28541;USA;;;;
2007-027A;31701;USA;;;;
2007-027B;31708;USA;;;;
2011-014A;37386;USA;;;;
2011-014B;37391;USA;;;;
2012-048A;38758;USA;;;;
2012-048P;38773;USA;;;;
2015-058A;40964;USA;;;;
2015-058R;40981;USA;;;;
2017-011A;42058;USA;;;;
2017-011B;42065;USA;;;;
2011-019A;37481;USA;;;;
2013-011A;39120;USA;;;;
2017-004A;41937;USA;;;;
2018-009A;43162;USA;;;;
2021-042A;48618;USA;;;;
2022-092A;53355;USA;;;;
2010-048A;37168;USA;;;;
2016-059H;41790;India;;;;
1993-009B;22491;Brazil;;;;
1998-060A;25504;Brazil;;;;
2003-036A;27858;Canada;;;;
2021-100A;49387;USA;;;;
2010-005A;36395;USA;;;;
2004-034A;28384;USA;;;;
2007-060A;32378;USA;;;;
2011-011A;37377;USA;;;;
2012-033A;38466;USA;;;;
2014-027A;39751;USA;;;;
2016-047A;41724;USA;;;;
2017-066A;42949;USA;;;;
2012-025C;38339;Japan;;;;
2018-099BQ;43820;UK;;;;
2008-021J;32791;Japan;;;;
2018-099BS ;43822;USA;;;;
2014-016A;39634;Italy;;;;
2016-025A;41456;France;;;;
2015-028A;40697;France;UK;Germany;;
2017-013A;42063;France;UK;Germany;;
2016-011A;41335;France;;;;
2018-039A;43437;France;;;;
2017-064A;42969;France;UK;Germany;;
2020-086A;46984;Germany;;;;
2010-016A;36516;USA;;;;
2017-017A;42432;France;UK;Germany;;
2017-063A;42967;France;UK;Germany;;
2018-049A;43488;France;UK;Germany;;
2018-012B;43175;France;UK;Germany;;
2017-026A;42709;USA;;;;
2021-095A;49332;UK;;;;
2023-038A;55970;USA;;;;
2023-038B;55971;USA;;;;
2011-049A;37809;USA;;;;
2022-123A;53960;USA;;;;
2022-123B;53961;USA;;;;
2022-071A;52933;UK;;;;
2011-035A;37748;USA;;;;
2012-007A;38087;USA;;;;
2012-036A;38652;USA;;;;
2013-026A;39172;France;UK;Germany;;
2009-027A;34941;USA;;;;
2013-071A;39460;USA;;;;
2016-013A;41380;USA;;;;
2017-023B;42692;France;Italy;;;
2018-015H;43199;China;;;;
2018-104M;43860;USA;;;;
2018-104B;43850;USA;;;;
2009-061A;36088;China;;;;
2011-039A;37765;China;;;;
2011-030A;37730;China;;;;
2013-035A;39202;China;;;;
2014-014A;39624;China;;;;
2014-059A;40261;China;;;;
2014-066A;40286;China;;;;
2010-027A;36596;China;;;;
2017-018A;42662;China;;;;
2013-037C;39210;China;;;;
2013-057A;39358;China;;;;
2016-043A;41634;China;;;;
2016-065A;41838;China;;;;
2019-097A;44910;China;;;;
2021-094A;49330;China;;;;
2021-122B;49962;China;;;;
2021-122A;49961;China;;;;
2004-035A;28413;China;;;;
2004-035B;28414;China;;;;
2006-046A;29505;China;;;;
2006-046B;29506;China;;;;
2008-053A;33408;China;;;;
2008-053B;33409;China;;;;
2010-051A;37179;China;;;;
2010-051B;37180;China;;;;
2005-024A;28737;China;;;;
2012-056A;38860;China;;;;
2012-056B;38861;China;;;;
2004-012A;28220;China;;;;
2021-112A;49501;China;;;;
2021-129A;50321;China;;;;
2021-129B;50322;China;;;;
2022-004A;51102;China;;;;
2022-118A;53884;China;;;;
2022-118B;53885;China;;;;
2022-121B;53949;China;;;;
2022-121C;53950;China;;;;
2022-121A;53948;China;;;;
2023-034A;55861;China;;;;
2023-006A;55242;China;;;;
2023-006B;55243;China;;;;
2008-056A;33433;China;;;;
2011-068B;37931;China;;;;
2013-068A;39455;China;;;;
2018-094A;43710;China;;;;
2020-043A;45859;China;;;;
2021-028A;48157;China;;;;
2013-037A;39208;China;;;;
2021-019A;47851;China;;;;
2022-002AY;51030;Ukraine;;;;
2001-005A;26694;Italy;;;;
2009-020A;34810;Italy;;;;
2015-022B;40614;France;Italy;;;
2020-061H;46279;ESA;;;;
2015-058L;40974;USA;;;;
2015-058P;40977;USA;;;;
2010-042A;37150;China;;;;
2000-035A;26390;USA;;;;
2000-051A;26483;USA;;;;
2000-077A;26626;USA;;;;
2007-057A;32299;USA;;;;
2009-034A;35493;USA;;;;
2013-058A;39360;USA;;;;
2005-008A;28626;USA;;;;
2006-049A;29520;USA;;;;
2010-053A;37185;USA;;;;
2021-049A;48838;USA;;;;
2022-043A;52320;China;;;;
2022-043C;52322;China;;;;
2022-082A;53128;China;;;;
2022-082B;53129;China;;;;
2015-026B;40664;USA;;;;
2015-054A;40940;USA;;;;
2016-060B;41794;USA;;;;
2017-007B;41945;Germany;UK;France;Spain;
2023-001AX;55054;Australia;;;;
2023-001BB;55058;Australia;;;;
2023-001BE;55061;Australia;;;;
2023-001AV;55052;Australia;;;;
2023-001AJ;55041;Australia;;;;
1990-079A;20776;France;UK;Germany;;
1999-009B;25639;France;UK;Germany;;
2007-007B;30794;France;UK;Germany;;
2007-056B;32294;France;UK;Germany;;
2008-030A;33055;UK;;;;
2012-075A;39034;UK;;;;
2013-066C;39418;USA;;;;
2017-068D;42990;USA;;;;
2017-068C;42989;USA;;;;
2017-068B;42988;USA;;;;
2017-068A;42987;USA;;;;
2018-099AR;43797;USA;;;;
2018-099AW;43802;USA;;;;
2020-038BL;45788;USA;;;;
2020-038BN;45790;USA;;;;
2020-038BM;45789;USA;;;;
2020-057BQ;46179;UK;;;;
2014-037D;40072;USA;;;;
2020-057BR;46180;UK;;;;
2020-057BS;46235;UK;;;;
2016-040C;41601;USA;;;;
2016-058B;41771;USA;;;;
2016-058C;41772;USA;;;;
2016-058D;41773;USA;;;;
2016-058E;41774;USA;;;;
2017-068F;42992;USA;;;;
2017-068E;42991;USA;;;;
2010-061A;37218;USA;;;;
1996-029A;23893;USA;;;;
2015-003A;40376;USA;;;;
2012-048J;38766;USA;;;;
2012-048B;38759;USA;;;;
2013-072N;39474;USA;;;;
2013-072L;39472;USA;;;;
2009-059A;36036;France;;;;
2015-058G;40970;USA;;;;
2015-058J;40972;USA;;;;
2015-058M;40975;USA;;;;
2013-072G;39468;USA;;;;
2022-065F;52899;South Korea;;;;
2014-029C;39768;Japan;;;;
2009-002E;33496;Japan;;;;
2019-038U;44404;Russia;;;;
2021-006AJ;47445;Germany;;;;
2019-038Q;44400;Germany;;;;
2003-004A;27651;USA;;;;
1998-067RH;45264;USA;;;;
2017-024A;42695;India;;;;
2022-047B;52395;USA;;;;
2022-047C;52396;USA;;;;
2022-047D;52397;USA;;;;
2022-047E;52398;USA;;;;
2022-047L;52404;USA;;;;
2022-047J;52402;USA;;;;
2022-047M;52405;USA;;;;
2022-047K;52403;USA;;;;
2021-059E;48883;USA;;;;
2021-059F;48884;USA;;;;
2021-059H;48886;USA;;;;
2021-059K;48888;USA;;;;
2021-059M;48890;USA;;;;
2021-059T;48896;USA;;;;
2021-059Q;48893;USA;;;;
2021-059R;48894;USA;;;;
2021-059S;48895;USA;;;;
2021-059U;48897;USA;;;;
2021-059W;48899;USA;;;;
2021-059AB;48904;USA;;;;
2022-026T;52025;USA;;;;
2022-026S;52024;USA;;;;
2022-026C;52010;USA;;;;
2022-026J;52016;USA;;;;
2022-026R;52023;USA;;;;
2022-026Q;52022;USA;;;;
2022-026E;52012;USA;;;;
2022-026H;52015;USA;;;;
2022-026F;52013;USA;;;;
2022-026B;52009;USA;;;;
2022-026G;52014;USA;;;;
2022-026V;52027;USA;;;;
2022-026X;52029;USA;;;;
2022-026P;52021;USA;;;;
2022-026D;52011;USA;;;;
2022-026N;52020;USA;;;;
2022-033AB;52182;USA;;;;
2022-033Y;52179;USA;;;;
2022-033V;52176;USA;;;;
2022-033AA;52181;USA;;;;
2022-033AE;52185;USA;;;;
2022-033AC;52183;USA;;;;
2022-033Z;52180;USA;;;;
2022-033AG;52187;USA;;;;
2022-033H;52164;USA;;;;
2022-033AF;52186;USA;;;;
2022-033K;52166;USA;;;;
2022-033W;52177;USA;;;;
2022-047F;52399;USA;;;;
2022-047G;52400;USA;;;;
2022-047H;52401;USA;;;;
2022-047A;52394;USA;;;;
2022-047S;52410;USA;;;;
2022-047T;52411;USA;;;;
2022-047U;52412;USA;;;;
2022-047X;52415;USA;;;;
2022-047N;52406;USA;;;;
2022-047P;52407;USA;;;;
2022-047R;52409;USA;;;;
2022-047V;52413;USA;;;;
2022-047W;52414;USA;;;;
2022-047Q;52408;USA;;;;
2022-047Z;52417;USA;;;;
2022-047Y;52416;USA;;;;
2023-001CU;55099;USA;;;;
2023-001CX;55102;USA;;;;
2023-001CV;55100;USA;;;;
2023-001CW;55101;USA;;;;
2023-001CS;55097;USA;;;;
2023-001CR;55096;USA;;;;
2023-001CQ;55095;USA;;;;
2023-001CJ;55089;USA;;;;
2023-001CL;55091;USA;;;;
2023-001CP;55094;USA;;;;
2023-001CM;55092;USA;;;;
2023-001CG;55087;USA;;;;
2018-099BM;43817;USA;;;;
2021-006AY ;47459;USA;;;;
2021-006BE ;47465;USA;;;;
2018-099BN;43818;USA;;;;
2021-006S ;47429;USA;;;;
2018-099BL;43816;USA;;;;
2022-026L;52018;USA;;;;
2021-059D;48882;USA;;;;
2022-026M;52019;USA;;;;
2022-026W;52028;USA;;;;
2022-026U;52026;USA;;;;
2021-059L;48889;USA;;;;
2021-059N;48891;USA;;;;
2021-059J;48887;USA;;;;
2007-036A;32018;USA;;;;
2005-046B;28903;USA;;;;
2006-007A;28946;USA;;;;
2019-026B;44226;Sweden;;;;
2016-081C;41900;China;;;;
2022-033A;52157;France;;;;
2016-081D;41901;China;;;;
2021-059CP;48964;Bulgaria;;;;
2011-037A;37755;Russia;;;;
2009-008C;33751;France;;;;
2009-008D;33752;France;;;;
2012-047A;38755;France;UK;Germany;;
2014-034A;40053;France;UK;Germany;;
2014-029E;39770;Japan;;;;
2011-058D;37841;India;;;;
2019-072B;44704;China;;;;
2011-076E;38011;France;;;;
2021-091G;49321;China;;;;
2021-091K;49324;China;;;;
2023-054G;56184;Multinational;;;;
2018-071A;43618;UK;;;;
2011-022B;37606;Japan;;;;
2007-056A;32293;France;;;;
2008-018B;32768;France;;;;
2012-062A;38991;USA;;;;
2015-034B;40733;USA;;;;
2016-082B;41904;USA;;;;
2021-069A;49055;USA;;;;
2023-001BR;55072;Japan;;;;
2023-001A;55009;USA;Germany;;;
2019-074A;44713;USA;;;;
2019-074B;44714;USA;;;;
2019-074C;44715;USA;;;;
2019-074D;44716;USA;;;;
2019-074E;44717;USA;;;;
2019-074F;44718;USA;;;;
2019-074G;44719;USA;;;;
2019-074H;44720;USA;;;;
2019-074J;44721;USA;;;;
2019-074L;44723;USA;;;;
2019-074M;44724;USA;;;;
2019-074N;44725;USA;;;;
2019-074P;44726;USA;;;;
2019-074Q;44727;USA;;;;
2019-074R;44728;USA;;;;
2019-074S;44729;USA;;;;
2019-074U;44731;USA;;;;
2019-074V;44732;USA;;;;
2019-074W;44733;USA;;;;
2019-074X;44734;USA;;;;
2019-074Y;44735;USA;;;;
2019-074Z;44736;USA;;;;
2019-074AA;44737;USA;;;;
2019-074AB;44738;USA;;;;
2019-074AW;44757;USA;;;;
2019-074AD;44740;USA;;;;
2019-074AE;44741;USA;;;;
2019-074AF;44742;USA;;;;
2019-074AG;44743;USA;;;;
2019-074AH;44744;USA;;;;
2019-074AK;44746;USA;;;;
2019-074AL;44747;USA;;;;
2019-074AM;44748;USA;;;;
2019-074AN;44749;USA;;;;
2019-074AQ;44751;USA;;;;
2019-074AR;44752;USA;;;;
2019-074AS;44753;USA;;;;
2019-074AT;44754;USA;;;;
2019-074AC;44739;USA;;;;
2019-074AX;44758;USA;;;;
2019-074AY;44759;USA;;;;
2019-074AZ;44760;USA;;;;
2019-074BA;44761;USA;;;;
2019-074BB;44762;USA;;;;
2019-074BC;44763;USA;;;;
2019-074BD;44764;USA;;;;
2019-074BE;44765;USA;;;;
2019-074BF;44766;USA;;;;
2019-074BG;44767;USA;;;;
2019-074BH;44768;USA;;;;
2020-001AS;44954;USA;;;;
2019-074BL;44771;USA;;;;
2019-074BM;44772;USA;;;;
2020-001AT;44955;USA;;;;
2020-001AU;44956;USA;;;;
2020-001W;44934;USA;;;;
2020-001A;44914;USA;;;;
2020-001AV;44957;USA;;;;
2020-001AX;44959;USA;;;;
2020-001AY;44960;USA;;;;
2020-001Z;44937;USA;;;;
2020-001AZ;44961;USA;;;;
2020-001BA;44962;USA;;;;
2020-001AA;44938;USA;;;;
2020-001AB;44939;USA;;;;
2020-001B;44915;USA;;;;
2020-001BC;44964;USA;;;;
2020-001BE;44966;USA;;;;
2020-001BF;44967;USA;;;;
2020-001BG;44968;USA;;;;
2020-001AC;44940;USA;;;;
2020-001BH;44969;USA;;;;
2020-001BJ;44970;USA;;;;
2020-001AD;44941;USA;;;;
2020-001AE;44942;USA;;;;
2020-001D;44917;USA;;;;
2020-001E;44918;USA;;;;
2020-001AF;44943;USA;;;;
2020-001G;44920;USA;;;;
2020-001H;44921;USA;;;;
2020-001J;44922;USA;;;;
2020-001K;44923;USA;;;;
2020-001BL;44972;USA;;;;
2020-001AG;44944;USA;;;;
2020-001AH;44945;USA;;;;
2020-001AJ;44946;USA;;;;
2020-001L;44924;USA;;;;
2020-001M;44925;USA;;;;
2020-001N;44926;USA;;;;
2020-001P;44927;USA;;;;
2020-001BM;44973;USA;;;;
2020-001AK;44947;USA;;;;
2020-001AQ;44952;USA;;;;
2020-001Q;44928;USA;;;;
2020-006B;45045;USA;;;;
2020-001R;44929;USA;;;;
2020-001AM;44949;USA;;;;
2020-001S;44930;USA;;;;
2020-001AR;44953;USA;;;;
2020-001AN;44950;USA;;;;
2020-001AP;44951;USA;;;;
2020-001T;44931;USA;;;;
2020-001U;44932;USA;;;;
2020-006D;45047;USA;;;;
2020-006A;45044;USA;;;;
2020-006W;45064;USA;;;;
2020-006E;45048;USA;;;;
2020-006F;45049;USA;;;;
2020-006AX;45089;USA;;;;
2020-006BA;45092;USA;;;;
2020-012A;45178;USA;;;;
2020-006X;45065;USA;;;;
2020-006G;45050;USA;;;;
2020-006H;45051;USA;;;;
2020-006BB;45093;USA;;;;
2020-012B;45179;USA;;;;
2020-001V;44933;USA;;;;
2020-006Y;45066;USA;;;;
2020-006BC;45094;USA;;;;
2020-006BD;45095;USA;;;;
2020-006J;45052;USA;;;;
2020-006AM;45079;USA;;;;
2020-006Z;45067;USA;;;;
2020-006AP;45081;USA;;;;
2020-006BE;45096;USA;;;;
2020-006AN;45080;USA;;;;
2020-012W;45198;USA;;;;
2020-006K;45053;USA;;;;
2020-006L;45054;USA;;;;
2020-006M;45055;USA;;;;
2020-006N;45056;USA;;;;
2020-006P;45057;USA;;;;
2020-006AQ;45082;USA;;;;
2020-006AA;45068;USA;;;;
2020-006Q;45058;USA;;;;
2020-006R;45059;USA;;;;
2020-006S;45060;USA;;;;
2020-006AD;45071;USA;;;;
2020-006AE;45072;USA;;;;
2020-006T;45061;USA;;;;
2020-006AF;45073;USA;;;;
2020-006U;45062;USA;;;;
2020-006AG;45074;USA;;;;
2020-006AS;45084;USA;;;;
2020-006AH;45075;USA;;;;
2020-006AY;45090;USA;;;;
2020-006AL;45078;USA;;;;
2020-006AT;45085;USA;;;;
2020-006AJ;45076;USA;;;;
2020-006AU;45086;USA;;;;
2020-006AW;45088;USA;;;;
2020-006BG;45098;USA;;;;
2020-006AV;45087;USA;;;;
2020-006BH;45099;USA;;;;
2020-012AT;45219;USA;;;;
2020-012AV;45221;USA;;;;
2020-006AR;45083;USA;;;;
2020-012AW;45222;USA;;;;
2020-012C;45180;USA;;;;
2020-006BJ;45100;USA;;;;
2020-006BK;45101;USA;;;;
2020-006BL;45102;USA;;;;
2020-006BM;45103;USA;;;;
2020-012X;45199;USA;;;;
2020-012Z;45201;USA;;;;
2020-012D;45181;USA;;;;
2020-012E;45182;USA;;;;
2020-012F;45183;USA;;;;
2020-012AA;45202;USA;;;;
2020-012G;45184;USA;;;;
2020-012AC;45204;USA;;;;
2020-019W;45380;USA;;;;
2020-012AD;45205;USA;;;;
2020-012AE;45206;USA;;;;
2020-012AF;45207;USA;;;;
2020-012AG;45208;USA;;;;
2020-012AX;45223;USA;;;;
2020-019AS;45400;USA;;;;
2020-012AZ;45225;USA;;;;
2020-012H;45185;USA;;;;
2020-012BA;45226;USA;;;;
2020-012AJ;45210;USA;;;;
2020-012BB;45227;USA;;;;
2020-012BC;45228;USA;;;;
2020-012J;45186;USA;;;;
2020-012K;45187;USA;;;;
2020-012BD;45229;USA;;;;
2020-012BE;45230;USA;;;;
2020-012L;45188;USA;;;;
2020-012M;45189;USA;;;;
2020-012AL;45212;USA;;;;
2020-012AM;45213;USA;;;;
2020-012AN;45214;USA;;;;
2020-012N;45190;USA;;;;
2020-012BG;45232;USA;;;;
2020-012P;45191;USA;;;;
2020-012Q;45192;USA;;;;
2020-012BH;45233;USA;;;;
2020-012R;45193;USA;;;;
2020-012S;45194;USA;;;;
2020-012T;45195;USA;;;;
2020-012BJ;45234;USA;;;;
2020-012U;45196;USA;;;;
2020-012AP;45215;USA;;;;
2020-012BK;45235;USA;;;;
2020-012BL;45236;USA;;;;
2020-019AR;45399;USA;;;;
2020-019AT;45401;USA;;;;
2020-019AU;45402;USA;;;;
2020-019X;45381;USA;;;;
2020-019AV;45403;USA;;;;
2020-019AW;45404;USA;;;;
2020-025AS;45571;USA;;;;
2020-019G;45366;USA;;;;
2020-019AX;45405;USA;;;;
2020-019Y;45382;USA;;;;
2020-019AY;45406;USA;;;;
2020-019Z;45383;USA;;;;
2020-019AA;45384;USA;;;;
2020-012V;45197;USA;;;;
2020-012BM;45237;USA;;;;
2020-012AR;45217;USA;;;;
2020-019AC;45386;USA;;;;
2020-019H;45367;USA;;;;
2020-019AD;45387;USA;;;;
2020-019AZ;45407;USA;;;;
2020-019J;45368;USA;;;;
2020-019K;45369;USA;;;;
2020-019BA;45408;USA;;;;
2020-019A;45360;USA;;;;
